,Relation Type,E1,E2,FACT
780,对立,萧炎,加列奥,"“父亲，杀了他！”望着那从半空冲俯冲而下的人影，加列奥脸庞狂喜，旋即怨毒的大喝道。

    落下地来，加列毕脸色阴沉的望了一眼加列奥的手臂，脸皮微微一抽，眼瞳中掠过森寒的杀意，并未答话，脚掌在地面一踏，再次猛冲向萧炎：“让我来试试你这萧家天才究竟有何了不起之处？”"
781,对立,萧炎,萧宁,“小混蛋，你就嚣张吧，等成人仪式那天，我要当着薰儿的面，将你打得满地爬！”拳头紧紧的捏在一起，萧宁森然的盯了一眼远处盘腿而坐的萧炎。
782,喜欢,萧炎,薰儿,两人几乎整个身体都是贴在一起，因此萧炎仅仅是稍有表现，那方力依偎在其怀中的薰儿便是如同受惊的小鹿般，连忙挣脱萧炎怀抱，脸色羞红的道：“萧炎哥哥，别耍无赖！”
783,上下级,露珠公主,大臣们,露珠公主成为女王必定为万民拥戴，大臣们也会全力辅佐。
784,喜欢,萧炎,美杜莎,"特别是美杜莎，如果是真的话，想必，孩子都己经有着四五岁大小了吧。那样的话，我似乎也是当爹了吧……

    想到此处．萧炎心头，不由得泛起一种特殊的感觉．仿佛在这一那．心境都是再度成熟了许多一般。"
785,喜欢,萧炎,小医仙,"见到一切交代完毕，小医仙也就不再多留，身形一动，便是闪现半空，而就在其将欲离开时，脚步突然一顿，转头望着下方的黑袍青年，声音低低的道：“我现在变成这样了，你还当我是朋友？”

    闻言，萧炎一怔，旋即灿烂笑道：“当年的话，依然算数。"
786,亲人,惜春,贾母,如今且说林黛玉自在荣府以来，贾母万般怜爱，寝食起居一如宝玉，迎春、探春、惜春三个亲孙女倒且靠后了。
787,同一人,东方延绪,东方,章北海转过头来，他没有看两位副舰长，目光直视东方延绪，这目光立刻使东方想起了太空军的军徽，星星和剑在其中都有。
788,对立,三体人,人类,如果三体人真的像你说的那样，而人类在末日之战中又打败了三体人，嗯，那人类能不能……
789,同一人,张援朝,张师傅,张援朝听到客厅有人不敲门就闯了进来，“老张”、“张师傅”地喊着。
790,对立,三体人,人类,三体人要消灭的全人类也包括我们曾经仇恨过的西方。
791,亲人,我,有庆,我在城西广福桥那边买了一头小羊，回来时路过有庆他们的学校，我本想进去让有庆高兴高兴，再一想还是别进去了，上次在学校出丑，让我儿子丢脸。我再去，有庆心里肯定不高兴。
792,上下级,迎春,司棋,迎春的丫鬟司棋和探春的丫鬟侍书，二人正掀帘子出来，手里都捧著茶盘茶锺。
793,同级同伴,张大夫,姐姐,现在他明白了，张医生在为姐姐办事，姐姐想让他死，哦，想让他安乐。
794,喜欢,萧炎,云韵,云韵看着萧炎那同样带着一分苍白的脸庞，却是忍不住的盯了他一眼，语气略微有些嗔怪以及另类的……欢喜。
795,喜欢,萧炎,萧媚,"脚步微微一顿，萧炎并未转身，淡淡的语气，犹如陌生人间的对话：“有事？”

    平淡而生疏的语气，让得萧媚一滞，呐呐的摇了摇头：“没…”"
796,喜欢,萧炎,彩鳞,"萧炎望着面前这身着紧身红色盔甲,但却依旧显得纤细丰满的妖娆女子,眼中也是浮现一抹柔和，轻声道：“彩鳞”

    听得萧炎的声音,彩鳞娇躯也是微微一僵,终于是抬起头,美眸有些复杂的看了面前的黑衫青年一眼,旋即揉了揉小萧潇的脑袋，道：“我还以为你不回来了呢……”，"
797,亲人,熙凤,王夫人,贾珠之妻李氏捧杯，熙凤安箸，王夫人进羹。贾母正面榻上独坐，两旁四张空椅。熙凤忙拉黛玉在左边第一张椅子上坐下，黛玉十分推让。贾母笑道：“你舅母和嫂子们是不在这里吃饭的，你是客，原该这么坐。”黛玉方告了坐，就坐了。贾母命王夫人也坐了。
798,亲人,我,家珍,我女人家珍，是城里米行老板的女儿，她也是有钱人家出生的。
799,喜欢,萧炎,萧媚,虽然萧炎是一脸温和笑容。不过萧媚却依然是从中感受到了那分生疏。听得周围少女们羡慕地声音。她却是有些鼻尖酸。眸子中充斥着黯淡。原本。他们间可以很亲昵地。她不需要这种敷衍性地问候。她倒是宁愿他对自己表现得愤怒。那样。至少还能让她庆幸。有愤怒。便是因为有让他怒地价值。
800,亲人,萧炎,萧媚,在场的人都是知道，萧媚是磐门创始人的族妹，而能够被其称为表哥并且名字也叫做萧炎的人.除了那位在迦南学院拥有着无可比喻的声望的磐门创始人，还能有谁？
801,亲人,黛玉,邢氏,当下茶果已撤，贾母命两个老嬷嬷带黛玉去见两个舅舅去。贾赦之妻邢氏忙起身笑回道：“我带了外甥女儿过去，到底便宜些。”
802,同级同伴,罗辑,史强,"“还是那句话：你我都是普通人。”罗辑说着看看表，知道时间不能再耽搁了，就向史强伸出手，“大史，谢谢你这两个世纪做过的一切，再见，也许咱们真能在什么地方再见面。”
 
 史强没有去握罗辑的手，把手一摆说：“别扯淡了！老弟，信我的，什么事儿都不会有，走吧，完事后快点来接我，晚上喝酒的时候别怪我笑话你啊。”"
803,喜欢,萧炎,云韵,挣扎无果，云韵也只得放弃，玉手一翻，一套深蓝色内甲出现在其手中，将内甲轻轻的靠在萧炎胸前，她柔声道：“这是当年送给你的第一样东西，本来已经破碎，不过后来被我细细修补好，即便现在对你已经没什么作用，可你得好好保管，不然日后等我回加玛帝国，你拿不出这东西，可别怪我翻脸。”
804,喜欢,萧炎,小医仙,将玉瓶收入纳戒，萧炎抬头望着小医仙那担忧的脸色，不由得笑着安慰道：“放心吧，不会有事的，真要情况不对，我不会使用这东西，我知道分寸。
805,喜欢,萧炎,萧媚,望着萧媚那尴尬离开的背影，萧炎愕然，感受到手臂上的娇嫩之感，偏过头，望着一脸微笑的薰儿，不由有些好笑的戏谑道：“妮子，你这是做什么？”
806,喜欢,萧炎,美杜莎,"“彩鳞也不知道那肚中究竟是否真的是拥有了萧家血脉，

    想到彩鳞，萧炎眼中便是掠过一抹复杂之色，这个曾经把他追杀得上跳下窜的美杜莎女王陛下，不知道现在如何了，以她的实力，放眼那片地域，应该少有敌手吧？"
807,对立,萧炎,白程,“没了武器，看你还打什么？”蕴含了全力的一击，终于是将萧炎武器挑落，一时间，白程甚至看到了胜利近在咫尺，意气风的一声大笑，手中长枪却是没有丝毫停留，依然是暴刺向了萧炎胸膛。
808,喜欢,萧炎,云韵,对不起，夜空中，她自嘲一笑，她清楚的知道，自己先前地那一指，是真正地让得萧炎对她死了心，不过即使这事她是万般不愿，可那身为一宗之主的身份，却是时时刻刻的在提醒着她的义务，不管任何时刻，宗门利益，方才是最最重要！从小在云岚宗长大的她，已经被这种思想灌输了这么多年，想要改变，谈何容易？
809,喜欢,萧炎,美杜莎,这不怪萧炎如此拖拉，他与美杜莎那事，虽说他是不受自己控制，但不管怎样，占了别人身子的事倒是事实，如今去见别人族中长老，倒很是有些类似见对方家长一般。
810,喜欢,萧炎,薰儿,望着面前笑意盈盈甚是可爱的薰儿，萧炎心头略微一跳，回想起山洞中药老所问的问题，脸皮不由得一烫，有些心虚的将目光转移到天上，佯作沉思状。
811,亲人,杨母,冬冬,"杨母从汪淼手中拿过桦皮本，抱在胸前，轻声说：“我对冬冬的教育有些不知深浅，让她太早接触了那些太抽象、太终极的东西。当她第一次表现出对那些抽象理论的兴趣时，我告诉她，那个世界，女人是很难进入的。她说居里夫人不是进入了吗？我告诉她，居里夫人根本没有进入，她的成功只是源于勤奋和执著，没有她，那些工作别人也会完成，倒是像吴健雄[3]这样的女人还比她走得远些，但那真的不是女人的世界。女性的思维方式不同于男性，这没有高下之分，对世界来说都是必不可少的。
 
  “冬冬没有反驳我。到后来，我真的发现她身上有一些特殊的东西，比如给她讲一个公式，别的孩子会说‘这公式真巧妙’之类的，她则会说这公式真好看、真漂亮，那神情就像她看到一朵漂亮的野花一样。她父亲留下了一堆唱片，她听来听去，最后选择了一张巴赫的反复听，那是最不可能令孩子，特别是女孩子入迷的音乐了。开始我以为她是随意为之，但问她感受时，这孩子说：她看到一个巨人在大地上搭一座好大好复杂的房子，巨人一点一点地搭着，乐曲完了，大房子也就搭完了……”
 
  “您对女儿的教育真是成功。”汪淼感慨地说。"
812,亲人,贾代化,贾敷,宁公死后，长子贾代化袭了官，也养了两个儿子。长子名贾敷，八九岁上死了。只剩了一个次子贾敬，袭了官，如今一味好道，只爱烧丹炼汞，别事一概不管。
813,亲人,天星,韩太太,天星，你不知道妈的心！”又是韩太太的声音，“你爸爸哪天上班儿，我这心不跟了他去？怕他累着了，怕让车给碰着了，都快六十的人了，什么都搁不住，得留神，留神，可他偏偏还是没听到心里去！今儿这是怎么的了？……”
814,上下级,萧炎,药老,"“小崽子，是老师，不是老头！”

    被萧炎的称呼气得翻了翻眼皮，药老没想到这才刚刚拜完师，这小家伙就爬头上来了。"
815,亲人,林公,贾敏,现有对证：目今你贵东家林公的夫人即荣府中赦政二公的胞妹，在家时名唤贾敏。
816,喜欢,萧炎,薰儿,“不知道薰儿那妮子怎么样了…一年时间了啊。”回忆之中，那身着青衣的淡雅少女，忽然毫无预兆的浮现在了萧炎心中。那柔柔地一颦一笑，都是让得此时的萧炎心神颤动。
817,亲人,士隐,封氏,那士隐夫妇见女儿一夜不归，便知有些不好，再使几个人去找寻，回来皆云音讯全无。夫妻二人，半世只生此女，一旦失去，何等烦恼！因此，昼夜啼哭，几乎不顾性命。看看一月，士隐已先得病；夫人封氏，也因思女遘疾，日日请医问卦。
818,喜欢,萧炎,云韵,听得萧炎开口，云韵娇躯又是一阵颤抖，缓缓抬起那张布满苦涩地俏脸，目光凝视着青年那清秀面孔，低声道：“真的不跟我回去么？”
819,亲人,万二喜,凤霞,"二喜是实心眼，他拉着板车走时，还老回过头去看看他的新娘，一看到凤霞扭着身体朝我们哭，他就不走了，站在那里也把身体扭着。凤霞是越哭越伤心，肩膀也一抖一抖了，让我这个做爹的心里一抽一抽，我对二喜喊：
　　""二喜，凤霞是你的女人了，你还不快拉走。"""
820,喜欢,萧炎,云韵,"云韵沉默了片刻，终于是轻轻的开口道，不管怎样,她也是必须为萧炎那边说话。"
821,亲人,李氏,李守中,这李氏亦系金陵名宦之女，父名李守中，曾为国子祭酒。族中男女无不读诗书者。至李守中继续以来，便谓“女子无才便是德”，故生了此女，不曾叫他十分认真读书，只不过将些《女四书》、《列女传》读读，认得几个字，记得前朝这几个贤女便了。却以纺绩女红为要，因取名为李纨，字宫裁。
822,同级同伴,程心,艾AA,程心和艾AA是随最早的一批移民来到澳大利亚的。程心本来可以去堪培拉或悉尼这样的大城市过比较舒适的生活，但她坚持做一个普通移民，来到内陆条件最差的、位于沃伯顿附近沙漠中的移民区。让她无比感动的是，同样可以去大城市的AA坚持要跟着她。
823,喜欢,萧炎,萧媚,"而现在萧炎这幅平淡模样。却是让得萧媚极为心痛。讨厌一个人。不是对她有所愤怒。而是彻底地无视她。现在地萧炎。似乎便已经到达了这一步。

    而这一切。则全是因为当年尚还是小孩时她地一念之差所致！"
